"Timestamp","name","activity","lat","lon","weight","brood","mean_fanning","humidity","flight_noise","temperature"
2017-06-26 09:00:00,"beehive_54630",61064,55.007339,-1.642851,17.579852401,35.743590184,362,34.9703315,224,20.593406956
2017-06-26 10:00:00,"beehive_54620",61326,55.01031,-1.62681,46.331734041,35.42124586,NA,34.0645601,350,18.175824526
2017-06-26 10:00:00,"beehive_54630",61497,55.007339,-1.642851,17.609927591,35.663004103,365,27.02973556,253,19.706960065
2017-06-26 11:00:00,"beehive_54620",61730,55.01031,-1.62681,46.527222776,35.582418022,NA,33.67205916,432,17.69230804
2017-06-26 11:00:00,"beehive_54630",61648,55.007339,-1.642851,17.588874958,35.743590184,406,43.69592932,311,18.901099255
2017-06-26 12:00:00,"beehive_54620",60787,55.01031,-1.62681,46.488125029,35.018315455,NA,33.79282868,302,18.095238445
2017-06-26 12:00:00,"beehive_54630",61344,55.007339,-1.642851,17.646017819,35.501831941,347,39.4991885,230,18.659341012
2017-06-26 14:00:00,"beehive_54620",61343,55.01031,-1.62681,46.623463384,35.179487617,NA,33.67205916,367,17.369963716
2017-06-26 14:00:00,"beehive_54630",61299,55.007339,-1.642851,17.670077971,35.501831941,321,41.55227034,256,17.934066283
2017-06-26 15:00:00,"beehive_54620",61153,55.01031,-1.62681,46.373839307,34.212454645,NA,34.12494486,355,17.69230804
2017-06-26 15:00:00,"beehive_54630",61441,55.007339,-1.642851,17.61293511,35.501831941,388,40.13322848,226,17.934066283
2017-06-26 16:00:00,"beehive_54620",61475,55.01031,-1.62681,46.310681408,34.695971131,NA,34.39667628,377,18.417582769
2017-06-26 16:00:00,"beehive_54630",60960,55.007339,-1.642851,17.624965186,35.582418022,394,40.49553704,277,18.256410607
2017-06-26 17:00:00,"beehive_54620",60884,55.01031,-1.62681,46.72571903,35.42124586,NA,33.88340582,250,17.128205473
2017-06-26 17:00:00,"beehive_54630",61403,55.007339,-1.642851,17.700153161,35.743590184,412,38.71418662,253,16.88644723
2017-06-26 18:00:00,"beehive_54620",57892,55.01031,-1.62681,46.855042347,35.663004103,NA,33.85321344,193,16.241758582
2017-06-26 18:00:00,"beehive_54630",56957,55.007339,-1.642851,17.721205794,35.663004103,277,31.07551448,206,15.838828177
2017-06-26 19:00:00,"beehive_54620",53838,55.01031,-1.62681,46.921207765,35.260073698,NA,33.88340582,153,15.516483853
2017-06-26 19:00:00,"beehive_54630",61417,55.007339,-1.642851,17.709175718,35.663004103,371,35.90629528,255,14.952381286
2017-06-26 20:00:00,"beehive_54620",56520,55.01031,-1.62681,46.972335588,35.582418022,NA,33.88340582,142,14.710623043
2017-06-26 20:00:00,"beehive_54630",54937,55.007339,-1.642851,17.691130604,35.663004103,256,34.63821532,185,14.065934395
2017-06-26 21:00:00,"beehive_54620",50147,55.01031,-1.62681,47.011433335,35.42124586,NA,34.00417534,111,14.065934395
2017-06-26 21:00:00,"beehive_54630",52503,55.007339,-1.642851,17.706168199,35.582418022,224,43.5751598,157,13.421245747
2017-06-26 22:00:00,"beehive_54620",44493,55.01031,-1.62681,47.029478449,35.260073698,NA,34.24571438,102,13.66300399
2017-06-26 22:00:00,"beehive_54630",54483,55.007339,-1.642851,17.709175718,35.501831941,232,45.56785688,176,12.937729261
2017-06-26 23:00:00,"beehive_54620",37907,55.01031,-1.62681,47.1166965,35.260073698,NA,34.30609914,100,13.018315342
2017-06-26 23:00:00,"beehive_54630",38445,55.007339,-1.642851,17.730228351,35.663004103,123,43.66573694,102,12.454212775
2017-06-27 00:00:00,"beehive_54620",30614,55.01031,-1.62681,47.185869437,35.340659779,NA,34.75898484,94,12.534798856
2017-06-27 00:00:00,"beehive_54630",36982,55.007339,-1.642851,17.724213313,35.663004103,122,43.21285124,106,11.970696289
2017-06-27 01:00:00,"beehive_54620",28974,55.01031,-1.62681,47.29714764,35.42124586,NA,34.63821532,89,12.373626694
